review_id,text_norm,category,product_name,absa_labels
14619,pelayanan super oke cepat langsung sampai,elektronik,Konektor RJ45 AMP / Connector RJ 45 AMP Per Pack Isi 50pcs,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""pelayanan super oke cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""langsung sampai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
28386,barang sesuai tapi proses lambat,olahraga,ABS AB Roller Double Wheel Exercise Kettler,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""proses lambat"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
17665,barang sesuai pesanan proses lama,elektronik,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""proses lama"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
10527,ini pembelian ke 2 saya barang original susah pasti diskon lumayan pengiriman cepat banget 1 hari sampai padahal gratis ongkos kirim terus dapat bonus goodybag,fashion,"Wakai Kyoka Green Sepatu Flat Shoes &#40;WAK0002824.C0968&#41; - Hijau Tosca, 40","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang original"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""diskon lumayan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat banget 1 hari sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""dapat bonus goodybag"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
18827,mantap kabel lain berfungsi dengan baik hanya pesanan kurang,elektronik,Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kabel ... berfungsi dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""hanya pesanan kurang"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
19834,terima kasih bru dicb di charger dengan berfungsi semoga awet,elektronik,"Baterai Original Lenovo B40 B40-30, B40-70, B40-45, B50 Series","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""dicb di charger dengan berfungsi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""semoga awet"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
19854,terima kasih barang sudah sampai kemarin maaf br konfirmasi br cek hari ini terima kasih mdh2n awet,elektronik,"Baterai Laptop Original DELL Inspiron Mini 10, 10V, 1011 Series","[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang sudah sampai kemarin"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""mdh2n awet"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
7531,sudah sampai sis terima kasih ya bagus kualitas,handphone,Battery Cover | SAMSUNG Tutup Battery Samsung Galaxy Note 2 Original,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""sudah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus kualitas"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
20171,respon chat cepat dengan cepat sampai,elektronik,LCD LED Laptop 14.1 Acer 4730 4720 4710,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon chat cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""cepat sampai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
10539,barang bagus tapi koq yang sepatu sedikit longgar mungkin barang display kali ya,fashion,"Wakai Sora Mustard Sepatu Flat Shoes &#40;WAK0002830.C3357&#41; - Cokelat Muda, 39","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sepatu sedikit longgar"", ""sentiment"": ""neu"", ""sent_id"": 0}
]"
9891,sampai dengan selamat barang sesuai deskripsi mantap,fashion,Sepatu Bayi Laki-laki Tamagoo-Marc Grey Baby Shoes Prewalker Murah - 3-6 Bulan,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""sampai dengan selamat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
26827,bagus anak anak ku suka banget,olahraga,Kacamata Renang Speedo Junior Anak Anak,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""anak anak ku suka banget"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
4643,alhamdulillah barang dh sampai sementara barang kondisi oke packing rap,handphone,Xiaomi Redmi Note 4 Pro / 4X Snapdragon 4 / 64 GB Black Edition,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang dh sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang kondisi oke"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
8438,pelayanan sangat bagus dengan cepat respon,fashion,"Sepatu Safety Bata Industrial BICKZ - 8242612 - Abu-abu Muda, 39","[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""pelayanan sangat bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""cepat respon"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
19401,packing rapi langsung dipasang dengan barang oke,elektronik,Keyboard Laptop IBM Lenovo Thinkpad T400 T410 T400S T410S X220 series,"[
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing rapi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang oke"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
8063,sepatu bagus banget nyaman empuk ringan dengan yang tidak ketinggalan tuh pas dikantong akan iklan pembelian selanjutnya nih pastii keep the bagus work alive suka arts,fashion,"AliveLoveArts Magnus Cream Fashion Wanita Shoes Heels Termurah - Ivory, 36","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""sepatu bagus banget nyaman empuk ringan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""tidak ketinggalan tuh pas dikantong"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
21001,barang diterima dengan baik semoga awet,elektronik,"Adaptor Charger Laptop ORI LENOVO Y700 Y70, Y50, Y40, Y50-70, 20V~6.7A","[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang diterima dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""semoga awet"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
4272,setelah berkendala dengan slot sama card akhirnya berfungsi dengan baik terima kasih om,handphone,NOKIA 130 dual sim handphone hp,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""berfungsi dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
25361,kualitas baik awet sedikit kepanjangan aj,olahraga,Jump Rope / Skipping Busa Kettler,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas baik awet"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sedikit kepanjangan aj"", ""sentiment"": ""neu"", ""sent_id"": 0}
]"
23956,respon cepat dengan barang diterima sesuai harus beli disini deh,olahraga,Celana Panjang Jogger Bahan Parasut/Despo,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang diterima sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
4482,cepat packing bagus barang sesuai,handphone,Samsung lipat flip Caramel GT-E1272 samsung hp murah handphone baru,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
13565,kualitas barang bagus pengiriman sangat bagus,elektronik,CONVERTER MINI DISPLAY PORT TO VGA &#40;FOR MAC BOOK&#41;,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman sangat bagus"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
4580,very bagus respon rekomen banget lah,handphone,Xiaomi Redmi Note 4 &#40; Pro / 4X &#41; Snapdragon 625 3/32 Resmi TAM - Gold,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""very bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon rekomen banget"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
21839,mantap dengan cepat next time order lagi,elektronik,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""mantap dengan cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
28042,sesuai pesanan bagus bagus cepat,olahraga,Deker / Dekker Lutut / Knee Support Open Patela WInstar 611,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
23959,barang sampai dengan saya suka,olahraga,Celana Panjang Jogger Bahan Parasut/Despo,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang sampai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
16122,mantap barang sesuai pesanan susah ditest dengan berfungsi dengan baik harga juga sangat terjangkau terima kasih ya,elektronik,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""berfungsi dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""harga juga sangat terjangkau"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
18592,terima kasih gan barang susah sampai ke lokasi,elektronik,Keyboard Mini Kabel USB Key External Kecil Mungil Simple,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang susah sampai ke lokasi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
14000,barang oke cuma pengiriman tidak oke mantap dirikim hari yang sama tapi tidak digubris,elektronik,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang oke"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""pengiriman tidak oke"", ""sentiment"": ""neg"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""tidak digubris"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
3907,mantap semoga awet Ã° Ã°,handphone,NOKIA 130 dual sim handphone hp,"[
{""aspect"": ""Lainnya"", ""opinion_span"": ""mantap semoga awet"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
1626,produk bagus sesuai gambar respon dengan pengiriman cepat sukses seller ya,fashion,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""produk bagus sesuai gambar"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon dengan pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
3129,mantap sangat baik,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""mantap sangat baik"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
4753,susah sampai barang nya terima kasih semoga awet,handphone,"Holder anti hujan &amp; copet untuk smartphone / handphone di motor 5,5&#34;","[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""susah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""semoga awet"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
15992,barang sesuai deskripsi sudah di testimoni sesuai tombol berfungsi dengan baik packing rapi rekomen buat ni lapak sukses terus gan,elektronik,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""berfungsi dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing rapi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
11598,keren kak produk sesuai deskripsi kiriman cepat sekali service kurir nya juga ramah,fashion,jam tangan pria Biden fashion analog bisnis pita jala - Biru,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""produk sesuai deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""kiriman cepat sekali"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""service kurir nya juga ramah"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
2668,kualitas baik dengan pengiriman cepat,elektronik,Texas Instruments BA II Plus - Standard,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
17201,barang sesuai dengan pesanan bagus,elektronik,Kabel Printer LPT to USB / USB to Pararel Converter,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai dengan pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
25093,barang susah sampai dengan diterima dengan kondisi baik mngenai produk cukup positiflah terima kasih juragan,olahraga,Boxing Glove / Sarung Tinju Sansak Bahan PU,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang susah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kondisi baik"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
2837,pengiriman dengan jahitan sepatu kurang bagus kelihatan sekali sepatu murah kalau,fashion,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""jahitan sepatu kurang bagus"", ""sentiment"": ""neg"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""kelihatan sekali sepatu murah"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
21448,susah pesanan yang ke sekian kali pelayanan super cepat baru pesan beberapa menit kemudian susah dikirim rekomen seller,elektronik,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""pelayanan super cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""baru pesan beberapa menit kemudian susah dikirim"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
9157,produk bagus sesuai pesanan packing rapi,fashion,"Bata Sandal Pria Energ Brown - 8733076 - Cokelat Muda, 39","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""produk bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing rapi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
7072,barang sudah sampai kemasan rapi terima kasih gan,handphone,Kinoki Gold Detox Foot Ginger Koyo Jahe Kesehatan Pendetox Racun Kaki,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang sudah sampai"", ""sentiment"": ""pos"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""kemasan rapi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
3316,barang oke pengiriman cepat kualitas barang juga mantap cuma sedikit susah ngepasinnya overall mantap bagus seller,handphone,ULANZI ST-04 CNC Metal 360 Smartphone Clip HP Stand Holder Vlogging,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang oke"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
14574,terima kasih kasih respon cepat nya dengan barang susah sampai sesuai pesanan,elektronik,Konektor RJ45 AMP / Connector RJ 45 AMP Per Pack Isi 50pcs,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon cepat nya"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang susah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
17126,kabel oke dengan bagus langsung terkoneksi tadi terima kasih gan,elektronik,KABEL LAN 15M CAT 5E / KABEL UTP 15 METER PABRIKAN,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kabel oke dengan bagus"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
16409,sangat cepat dengan sesuai dengan gambar,elektronik,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""sangat cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai dengan gambar"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
6971,bagus banget cocok buat anak yang belajar nulis,handphone,LCD Writing Tablet Board 8.5 inch Papan Tulis LCD Digital,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus banget"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""cocok buat anak yang belajar nulis"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
7802,kualitas barang bagus sesuai dengan yang deskripsi mantap dengan istri suka barang terima kasih kasih,fashion,"AliveLoveArts BasicPump Cream Heels Fashion Sepatu Wanita Termurah - Beige, 37","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas barang bagus sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
27859,barang mantap respon cepat terima kasih,olahraga,Donic Carbotec 7000 Bat / Bet pingpong / tenis meja,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang mantap"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
11460,suka banget sama jam nya mantap,fashion,jam tangan pria Biden fashion analog bisnis pita jala - Biru,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""suka banget sama jam nya mantap"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
19041,gambar oke tapi da gelembung udara dikit,elektronik,Layar LCD LED Laptop Lenovo G50 G50-30 G50-45 G50-70 G50-70M Series 15,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""gambar oke"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""ada gelembung udara dikit"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
6048,pengiriman cepat dengan barang bagus bsk2 bs beli lagi ya,handphone,Headset Bluetooth Mini S530 - Micro Sport Stereo Bluetooth Earphone,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
2661,terima kasih ya packing susah datang,elektronik,pompa pembersih elektronik pembersih debu ukuran small,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""packing susah datang"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
12325,terima kasih brgny sudah sampai gan,fashion,Jam Tangan Pria Columbia Black CA003-01,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""brgny sudah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
3595,bagus super murah berfungsi dengan baik cepat respon,handphone,Game Handle Gamepad Joystick Holder Mobile Legend PUBG handphone,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus super murah berfungsi dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""super murah"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""cepat respon"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
13524,barang sesuai fungsi mantap,elektronik,Kabel VGA 15 Meter / Kabel VGA 15M / VGA 15M,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang sesuai fungsi mantap"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
1345,mantap sesuai etalase rekomen,fashion,Ã°ÂÂÂ¥WAADOOÃ°ÂÂÂ¥ Sneaker Pria &#34;Fly Power&#34; Sepatu Running Olahraga,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai etalase"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""mantap"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
5981,tidak sesuai masa iklan merk samsung nya kain di deskripsi kaca kosong terus warna tidak sesuai,handphone,Headset Bluetooth Mini S530 - Micro Sport Stereo Bluetooth Earphone,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""tidak sesuai ... merk samsung nya kain di deskripsi kaca kosong"", ""sentiment"": ""neg"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""warna tidak sesuai"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
27770,barang oke semoga awet terima kasih you seller,olahraga,Athlete Decker/Dekker/Deker Lutut Closed Patela,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang oke"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""semoga awet"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
23592,bagus cepat terima kasih toped dengan seller,olahraga,Celana 3/4 Stopper Nike Big Size Ukuran XXL Bahan Despo,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
16983,mantap bos sudah saya terima kasih mau order lagi nanti bos,fashion,Kaos Yonex Unisex,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""sudah saya terima"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""mantap bos"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
10093,barang sesuai dengan yang di foto dengan pengiriman cepat bagus seller,fashion,"Sepatu Boots Bayi Laki-laki Tamagoo-Tommy Tan Baby Shoes Murah - 3-6 Bulan, Cokelat","[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai dengan yang di foto"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""bagus seller"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
5484,lumayan daripada megangin pegel,handphone,&#40;FE011&#41; OK Stand Holder Universal for Smartphone and Tablet,"[
{""aspect"": ""Lainnya"", ""opinion_span"": ""lumayan daripada megangin pegel"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
12040,respon cepat barang aman dipacking dengan bubblewrap wrap cukup tebal dengan barang sesuai hanya saja judul etalase dengan deskripsi tidak sesuai di judul menyatakan menjual jam tipe mq 38 1a namun deskripsi barang yang dijual adalah tipe mq 24 1a halo ini susah jelas tidak sesuai dari bentuknya mohon dirubah deskripsi agak tidak terjadi kesalahan sangat pembelian terima kasih,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""dipacking dengan bubblewrap wrap cukup tebal"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""judul etalase dengan deskripsi tidak sesuai"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
10040,barang sesuai deskripsi packing rapi aman sampai tujuan,fashion,Tamagoo Sepatu Bayi Laki-Laki Baby Shoes Prewalker - Alex Denim - 0-3 Bulan,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing rapi aman sampai tujuan"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
26290,susah terima kasih gan mantap tolong proses juga pesanan saya yang bagus ya susah diverifikasi tokopedia tuh inv 20151012 xv kali 1884240,olahraga,Karet / Rubber Bat Pingpong/ Tenis Meja 729-5,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""susah terima kasih gan mantap"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
